Voltage,Current,Power,Status,Alert,Prediction,Anomaly
212.5,4.78,1016.0,NORMAL,System Normal ✅,Stable,Normal
230.1,4.17,960.0,NORMAL,System Normal ✅,Stable,Normal
237.0,4.29,1017.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
231.6,5.35,1239.0,NORMAL,System Normal ✅,Stable,Normal
212.2,4.75,1008.0,NORMAL,System Normal ✅,Stable,Normal
226.4,4.8,1087.0,NORMAL,System Normal ✅,Stable,Normal
227.1,4.8,1090.0,NORMAL,System Normal ✅,Stable,Normal
225.7,5.77,1302.0,NORMAL,System Normal ✅,Stable,Normal
222.7,4.54,1011.0,NORMAL,System Normal ✅,Stable,Normal
224.6,4.3,966.0,NORMAL,System Normal ✅,Stable,Normal
236.9,4.91,1163.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
234.6,5.05,1185.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.2,5.42,1237.0,NORMAL,System Normal ✅,Stable,Normal
230.2,5.94,1367.0,NORMAL,System Normal ✅,Stable,Normal
214.4,4.49,963.0,NORMAL,System Normal ✅,Stable,Normal
210.2,4.8,1009.0,NORMAL,System Normal ✅,Stable,Normal
226.2,5.49,1242.0,NORMAL,System Normal ✅,Stable,Normal
237.0,4.38,1038.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
235.1,4.35,1023.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
219.6,5.19,1140.0,NORMAL,System Normal ✅,Stable,Normal
238.9,4.24,1013.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
232.5,5.68,1321.0,NORMAL,System Normal ✅,Stable,Normal
229.7,4.01,921.0,NORMAL,System Normal ✅,Stable,Normal
230.3,5.83,1343.0,NORMAL,System Normal ✅,Stable,Normal
224.4,5.84,1310.0,NORMAL,System Normal ✅,Stable,Normal
238.0,5.1,1214.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
229.7,5.44,1250.0,NORMAL,System Normal ✅,Stable,Normal
237.8,5.09,1210.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
238.5,4.08,973.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
224.5,5.92,1329.0,NORMAL,System Normal ✅,Stable,Normal
239.0,5.48,1310.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
220.6,5.19,1145.0,NORMAL,System Normal ✅,Stable,Normal
224.6,4.99,1121.0,NORMAL,System Normal ✅,Stable,Normal
217.0,4.35,944.0,NORMAL,System Normal ✅,Stable,Normal
218.6,5.94,1298.0,NORMAL,System Normal ✅,Stable,Normal
228.1,4.73,1079.0,NORMAL,System Normal ✅,Stable,Normal
238.7,4.97,1186.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
212.5,4.71,1001.0,NORMAL,System Normal ✅,Stable,Normal
218.6,5.72,1250.0,NORMAL,System Normal ✅,Stable,Normal
210.2,5.13,1078.0,NORMAL,System Normal ✅,Stable,Normal
238.6,4.05,966.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
218.5,5.3,1158.0,NORMAL,System Normal ✅,Stable,Normal
221.3,4.06,898.0,NORMAL,System Normal ✅,Stable,Normal
220.1,5.31,1169.0,NORMAL,System Normal ✅,Stable,Normal
225.2,4.67,1052.0,NORMAL,System Normal ✅,Stable,Normal
212.6,4.77,1014.0,NORMAL,System Normal ✅,Stable,Normal
215.8,5.89,1271.0,NORMAL,System Normal ✅,Stable,Normal
218.5,5.89,1287.0,NORMAL,System Normal ✅,Stable,Normal
236.3,4.25,1004.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
227.4,4.76,1082.0,NORMAL,System Normal ✅,Stable,Normal
220.7,5.76,1271.0,NORMAL,System Normal ✅,Stable,Normal
212.2,5.59,1186.0,NORMAL,System Normal ✅,Stable,Normal
231.3,4.09,946.0,NORMAL,System Normal ✅,System Load Increasing,Normal
222.8,4.75,1058.0,NORMAL,System Normal ✅,Stable,Normal
237.9,5.76,1370.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
218.4,4.85,1059.0,NORMAL,System Normal ✅,Stable,Normal
228.8,5.89,1348.0,NORMAL,System Normal ✅,System Load Increasing,Normal
224.0,4.88,1093.0,NORMAL,System Normal ✅,Stable,Normal
230.5,4.54,1046.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.8,5.71,1278.0,NORMAL,System Normal ✅,Stable,Normal
227.6,5.81,1322.0,NORMAL,System Normal ✅,Stable,Normal
216.5,5.38,1165.0,NORMAL,System Normal ✅,Stable,Normal
227.3,4.91,1116.0,NORMAL,System Normal ✅,Stable,Normal
235.1,5.67,1333.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
216.0,5.1,1102.0,NORMAL,System Normal ✅,Stable,Normal
214.9,5.58,1199.0,NORMAL,System Normal ✅,Stable,Normal
215.8,4.04,872.0,NORMAL,System Normal ✅,Stable,Normal
223.1,5.47,1220.0,NORMAL,System Normal ✅,Stable,Normal
237.1,4.95,1174.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
238.7,5.36,1279.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
226.2,5.99,1355.0,NORMAL,System Normal ✅,Stable,Normal
211.0,5.84,1232.0,NORMAL,System Normal ✅,Stable,Normal
222.7,5.78,1287.0,NORMAL,System Normal ✅,Stable,Normal
222.0,5.92,1314.0,NORMAL,System Normal ✅,Stable,Normal
223.8,5.37,1202.0,NORMAL,System Normal ✅,Stable,Normal
236.1,4.11,970.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
221.1,5.21,1152.0,NORMAL,System Normal ✅,Stable,Normal
224.7,5.05,1135.0,NORMAL,System Normal ✅,Stable,Normal
225.8,5.09,1149.0,NORMAL,System Normal ✅,Stable,Normal
210.8,4.53,955.0,NORMAL,System Normal ✅,Stable,Normal
215.1,5.29,1138.0,NORMAL,System Normal ✅,Stable,Normal
216.2,4.16,899.0,NORMAL,System Normal ✅,Stable,Normal
229.0,4.87,1115.0,NORMAL,System Normal ✅,System Load Increasing,Normal
227.8,5.95,1355.0,NORMAL,System Normal ✅,Stable,Normal
222.8,4.23,942.0,NORMAL,System Normal ✅,Stable,Normal
236.0,5.03,1187.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
210.0,4.31,905.0,NORMAL,System Normal ✅,Stable,Normal
215.0,5.78,1243.0,NORMAL,System Normal ✅,Stable,Normal
214.2,5.82,1247.0,NORMAL,System Normal ✅,Stable,Normal
227.2,5.81,1320.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.1,5.46,1267.0,NORMAL,System Normal ✅,System Load Increasing,Normal
227.7,5.82,1325.0,NORMAL,System Normal ✅,Stable,Normal
226.2,4.86,1099.0,NORMAL,System Normal ✅,Stable,Normal
232.8,4.09,952.0,NORMAL,System Normal ✅,System Load Increasing,Normal
233.0,4.82,1123.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.8,5.18,1128.0,NORMAL,System Normal ✅,Stable,Normal
215.7,5.38,1160.0,NORMAL,System Normal ✅,Stable,Normal
234.7,4.04,948.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.1,5.68,1199.0,NORMAL,System Normal ✅,Stable,Normal
234.5,5.93,1391.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.1,5.52,1243.0,NORMAL,System Normal ✅,Stable,Normal
233.1,5.11,1191.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.7,5.67,1212.0,NORMAL,System Normal ✅,Stable,Normal
233.1,4.6,1072.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.5,5.18,1121.0,NORMAL,System Normal ✅,Stable,Normal
236.4,4.42,1045.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
217.5,5.14,1118.0,NORMAL,System Normal ✅,Stable,Normal
214.6,5.98,1283.0,NORMAL,System Normal ✅,Stable,Normal
219.1,5.69,1247.0,NORMAL,System Normal ✅,Stable,Normal
217.3,5.96,1295.0,NORMAL,System Normal ✅,Stable,Normal
233.9,4.37,1022.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.3,5.9,1329.0,NORMAL,System Normal ✅,Stable,Normal
212.1,5.32,1128.0,NORMAL,System Normal ✅,Stable,Normal
220.7,5.29,1168.0,NORMAL,System Normal ✅,Stable,Normal
211.6,4.6,973.0,NORMAL,System Normal ✅,Stable,Normal
219.2,4.92,1078.0,NORMAL,System Normal ✅,Stable,Normal
236.0,5.52,1303.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
232.0,5.22,1211.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.1,4.71,1093.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.0,4.44,1021.0,NORMAL,System Normal ✅,System Load Increasing,Normal
213.2,5.52,1177.0,NORMAL,System Normal ✅,Stable,Normal
231.6,4.92,1139.0,NORMAL,System Normal ✅,System Load Increasing,Normal
222.4,4.62,1027.0,NORMAL,System Normal ✅,Stable,Normal
233.1,5.58,1301.0,NORMAL,System Normal ✅,System Load Increasing,Normal
229.6,4.47,1026.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.7,5.59,1211.0,NORMAL,System Normal ✅,Stable,Normal
210.7,4.85,1022.0,NORMAL,System Normal ✅,Stable,Normal
213.8,5.28,1129.0,NORMAL,System Normal ✅,Stable,Normal
214.8,5.82,1250.0,NORMAL,System Normal ✅,Stable,Normal
229.7,5.46,1254.0,NORMAL,System Normal ✅,System Load Increasing,Normal
214.6,4.82,1034.0,NORMAL,System Normal ✅,Stable,Normal
236.8,4.86,1151.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
224.7,5.18,1164.0,NORMAL,System Normal ✅,Stable,Normal
218.4,4.66,1018.0,NORMAL,System Normal ✅,Stable,Normal
221.0,4.1,906.0,NORMAL,System Normal ✅,Stable,Normal
215.0,5.28,1135.0,NORMAL,System Normal ✅,Stable,Normal
230.2,5.04,1160.0,NORMAL,System Normal ✅,System Load Increasing,Normal
225.3,5.37,1210.0,NORMAL,System Normal ✅,Stable,Normal
231.6,4.58,1061.0,NORMAL,System Normal ✅,System Load Increasing,Normal
226.6,4.83,1094.0,NORMAL,System Normal ✅,Stable,Normal
222.4,4.79,1065.0,NORMAL,System Normal ✅,Stable,Normal
237.2,4.34,1029.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
220.4,4.35,959.0,NORMAL,System Normal ✅,Stable,Normal
220.1,5.09,1120.0,NORMAL,System Normal ✅,Stable,Normal
214.7,5.52,1185.0,NORMAL,System Normal ✅,Stable,Normal
235.5,4.9,1154.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
220.1,5.33,1173.0,NORMAL,System Normal ✅,Stable,Normal
213.9,5.05,1080.0,NORMAL,System Normal ✅,Stable,Normal
210.8,5.98,1261.0,NORMAL,System Normal ✅,Stable,Normal
219.8,5.3,1165.0,NORMAL,System Normal ✅,Stable,Normal
231.2,4.28,990.0,NORMAL,System Normal ✅,System Load Increasing,Normal
228.3,4.07,929.0,NORMAL,System Normal ✅,Stable,Normal
225.1,4.57,1029.0,NORMAL,System Normal ✅,Stable,Normal
234.7,5.3,1244.0,NORMAL,System Normal ✅,System Load Increasing,Normal
216.5,5.12,1108.0,NORMAL,System Normal ✅,Stable,Normal
234.1,4.78,1119.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.8,5.57,1308.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.5,4.27,903.0,NORMAL,System Normal ✅,Stable,Normal
231.8,4.43,1027.0,NORMAL,System Normal ✅,System Load Increasing,Normal
219.6,5.08,1116.0,NORMAL,System Normal ✅,Stable,Normal
210.9,5.12,1080.0,NORMAL,System Normal ✅,Stable,Normal
235.5,5.83,1373.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
221.5,5.01,1110.0,NORMAL,System Normal ✅,Stable,Normal
228.8,5.76,1318.0,NORMAL,System Normal ✅,Stable,Normal
229.6,4.52,1038.0,NORMAL,System Normal ✅,Stable,Normal
237.6,4.41,1048.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
236.9,5.02,1189.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
224.1,5.81,1302.0,NORMAL,System Normal ✅,Stable,Normal
214.7,5.19,1114.0,NORMAL,System Normal ✅,Stable,Normal
234.3,5.75,1347.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.1,5.8,1335.0,NORMAL,System Normal ✅,Stable,Normal
237.7,4.94,1174.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
222.4,5.37,1194.0,NORMAL,System Normal ✅,Stable,Normal
222.6,4.36,971.0,NORMAL,System Normal ✅,Stable,Normal
218.2,4.57,997.0,NORMAL,System Normal ✅,Stable,Normal
230.1,5.68,1307.0,NORMAL,System Normal ✅,Stable,Normal
236.4,5.82,1376.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
212.7,5.6,1191.0,NORMAL,System Normal ✅,Stable,Normal
227.7,5.07,1154.0,NORMAL,System Normal ✅,Stable,Normal
233.9,5.98,1399.0,NORMAL,System Normal ✅,System Load Increasing,Normal
229.4,4.22,968.0,NORMAL,System Normal ✅,Stable,Normal
237.3,4.04,959.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
231.5,4.02,931.0,NORMAL,System Normal ✅,Stable,Normal
232.8,5.98,1392.0,NORMAL,System Normal ✅,Stable,Normal
225.8,4.21,951.0,NORMAL,System Normal ✅,Stable,Normal
214.0,5.4,1156.0,NORMAL,System Normal ✅,Stable,Normal
231.3,4.31,997.0,NORMAL,System Normal ✅,Stable,Normal
236.0,5.16,1218.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
214.9,4.28,920.0,NORMAL,System Normal ✅,Stable,Normal
226.2,5.9,1335.0,NORMAL,System Normal ✅,Stable,Normal
229.5,4.81,1104.0,NORMAL,System Normal ✅,Stable,Normal
230.8,5.43,1253.0,NORMAL,System Normal ✅,Stable,Normal
230.4,4.03,929.0,NORMAL,System Normal ✅,Stable,Normal
223.0,4.89,1090.0,NORMAL,System Normal ✅,Stable,Normal
215.5,4.83,1041.0,NORMAL,System Normal ✅,Stable,Normal
228.2,4.58,1045.0,NORMAL,System Normal ✅,Stable,Normal
238.5,5.34,1274.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
221.9,4.99,1107.0,NORMAL,System Normal ✅,Stable,Normal
235.5,5.08,1196.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
216.7,5.77,1250.0,NORMAL,System Normal ✅,Stable,Normal
216.7,5.51,1194.0,NORMAL,System Normal ✅,Stable,Normal
234.6,5.47,1283.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.8,5.75,1224.0,NORMAL,System Normal ✅,Stable,Normal
221.9,4.96,1101.0,NORMAL,System Normal ✅,Stable,Normal
225.0,4.11,925.0,NORMAL,System Normal ✅,Stable,Normal
231.4,5.36,1240.0,NORMAL,System Normal ✅,System Load Increasing,Normal
230.2,4.37,1006.0,NORMAL,System Normal ✅,Stable,Normal
237.1,4.39,1041.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
237.7,4.0,951.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
226.6,5.63,1276.0,NORMAL,System Normal ✅,Stable,Normal
214.1,5.32,1139.0,NORMAL,System Normal ✅,Stable,Normal
226.8,5.06,1148.0,NORMAL,System Normal ✅,Stable,Normal
222.7,4.51,1004.0,NORMAL,System Normal ✅,Stable,Normal
222.7,5.27,1174.0,NORMAL,System Normal ✅,Stable,Normal
217.7,4.39,956.0,NORMAL,System Normal ✅,Stable,Normal
229.0,5.8,1328.0,NORMAL,System Normal ✅,Stable,Normal
226.7,5.63,1276.0,NORMAL,System Normal ✅,Stable,Normal
216.8,5.02,1088.0,NORMAL,System Normal ✅,Stable,Normal
233.3,4.18,975.0,NORMAL,System Normal ✅,System Load Increasing,Normal
236.7,4.74,1122.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
233.4,5.0,1167.0,NORMAL,System Normal ✅,System Load Increasing,Normal
222.3,5.87,1305.0,NORMAL,System Normal ✅,Stable,Normal
238.6,4.94,1179.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
214.6,5.12,1099.0,NORMAL,System Normal ✅,Stable,Normal
219.8,5.16,1134.0,NORMAL,System Normal ✅,Stable,Normal
229.8,5.17,1188.0,NORMAL,System Normal ✅,Stable,Normal
238.9,4.93,1178.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
239.8,4.53,1086.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
234.9,4.68,1099.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.2,4.21,999.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
215.3,5.88,1266.0,NORMAL,System Normal ✅,Stable,Normal
235.2,4.87,1145.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
229.2,4.03,924.0,NORMAL,System Normal ✅,Stable,Normal
225.9,4.72,1066.0,NORMAL,System Normal ✅,Stable,Normal
229.3,4.64,1064.0,NORMAL,System Normal ✅,Stable,Normal
219.9,4.88,1073.0,NORMAL,System Normal ✅,Stable,Normal
234.4,4.06,952.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.1,5.25,1114.0,NORMAL,System Normal ✅,Stable,Normal
225.5,4.66,1051.0,NORMAL,System Normal ✅,Stable,Normal
226.1,4.29,970.0,NORMAL,System Normal ✅,Stable,Normal
217.6,4.32,940.0,NORMAL,System Normal ✅,Stable,Normal
227.5,4.19,953.0,NORMAL,System Normal ✅,Stable,Normal
211.9,5.55,1176.0,NORMAL,System Normal ✅,Stable,Normal
220.6,4.57,1008.0,NORMAL,System Normal ✅,Stable,Normal
215.9,5.05,1090.0,NORMAL,System Normal ✅,Stable,Normal
232.8,4.13,961.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.1,4.48,973.0,NORMAL,System Normal ✅,Stable,Normal
222.7,4.23,942.0,NORMAL,System Normal ✅,Stable,Normal
239.9,5.59,1341.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
213.5,5.35,1142.0,NORMAL,System Normal ✅,Stable,Normal
210.3,5.57,1171.0,NORMAL,System Normal ✅,Stable,Normal
215.5,4.89,1054.0,NORMAL,System Normal ✅,Stable,Normal
235.4,5.13,1208.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
238.9,5.2,1242.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
236.3,4.35,1028.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
233.1,5.98,1394.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.5,4.84,1135.0,NORMAL,System Normal ✅,System Load Increasing,Normal
221.6,5.6,1241.0,NORMAL,System Normal ✅,Stable,Normal
212.9,4.88,1039.0,NORMAL,System Normal ✅,Stable,Normal
218.4,4.96,1083.0,NORMAL,System Normal ✅,Stable,Normal
231.4,5.6,1296.0,NORMAL,System Normal ✅,System Load Increasing,Normal
223.3,5.62,1255.0,NORMAL,System Normal ✅,Stable,Normal
220.4,4.43,976.0,NORMAL,System Normal ✅,Stable,Normal
211.7,4.77,1010.0,NORMAL,System Normal ✅,Stable,Normal
222.1,4.01,891.0,NORMAL,System Normal ✅,Stable,Normal
225.6,5.84,1318.0,NORMAL,System Normal ✅,Stable,Normal
226.0,5.57,1259.0,NORMAL,System Normal ✅,Stable,Normal
223.7,6.0,1342.0,NORMAL,System Normal ✅,Stable,Normal
210.2,4.42,929.0,NORMAL,System Normal ✅,Stable,Normal
213.7,5.35,1143.0,NORMAL,System Normal ✅,Stable,Normal
224.5,5.29,1188.0,NORMAL,System Normal ✅,Stable,Normal
235.5,5.85,1378.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
230.9,5.0,1154.0,NORMAL,System Normal ✅,System Load Increasing,Normal
211.5,5.06,1070.0,NORMAL,System Normal ✅,Stable,Normal
227.1,5.0,1136.0,NORMAL,System Normal ✅,Stable,Normal
228.2,5.56,1269.0,NORMAL,System Normal ✅,System Load Increasing,Normal
217.3,4.99,1084.0,NORMAL,System Normal ✅,Stable,Normal
219.3,4.47,980.0,NORMAL,System Normal ✅,Stable,Normal
229.0,4.52,1035.0,NORMAL,System Normal ✅,System Load Increasing,Normal
218.1,5.06,1104.0,NORMAL,System Normal ✅,Stable,Normal
233.3,5.39,1257.0,NORMAL,System Normal ✅,System Load Increasing,Normal
221.5,4.08,904.0,NORMAL,System Normal ✅,Stable,Normal
220.5,5.51,1215.0,NORMAL,System Normal ✅,Stable,Normal
234.4,5.33,1249.0,NORMAL,System Normal ✅,System Load Increasing,Normal
231.9,4.66,1081.0,NORMAL,System Normal ✅,System Load Increasing,Normal
215.7,4.81,1038.0,NORMAL,System Normal ✅,Stable,Normal
214.7,4.4,945.0,NORMAL,System Normal ✅,Stable,Normal
222.4,4.54,1010.0,NORMAL,System Normal ✅,Stable,Normal
224.0,4.57,1024.0,NORMAL,System Normal ✅,Stable,Normal
211.9,4.06,860.0,NORMAL,System Normal ✅,Stable,Normal
217.8,5.86,1276.0,NORMAL,System Normal ✅,Stable,Normal
224.0,4.13,925.0,NORMAL,System Normal ✅,Stable,Normal
236.7,5.47,1295.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
234.8,5.86,1376.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.8,4.96,1055.0,NORMAL,System Normal ✅,Stable,Normal
238.4,4.13,985.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
225.9,4.71,1064.0,NORMAL,System Normal ✅,Stable,Normal
229.4,5.42,1243.0,NORMAL,System Normal ✅,Stable,Normal
238.5,5.35,1276.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
234.9,5.36,1259.0,NORMAL,System Normal ✅,System Load Increasing,Normal
221.1,5.29,1170.0,NORMAL,System Normal ✅,Stable,Normal
239.1,4.23,1011.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
224.8,5.45,1225.0,NORMAL,System Normal ✅,Stable,Normal
210.6,4.51,950.0,NORMAL,System Normal ✅,Stable,Normal
239.4,4.37,1046.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
225.3,4.02,906.0,NORMAL,System Normal ✅,Stable,Normal
234.7,4.16,976.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.8,4.22,982.0,NORMAL,System Normal ✅,Stable,Normal
226.4,4.53,1026.0,NORMAL,System Normal ✅,Stable,Normal
220.4,5.57,1228.0,NORMAL,System Normal ✅,Stable,Normal
235.1,4.35,1023.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
231.4,4.28,990.0,NORMAL,System Normal ✅,Stable,Normal
214.9,4.5,967.0,NORMAL,System Normal ✅,Stable,Normal
223.3,5.95,1329.0,NORMAL,System Normal ✅,Stable,Normal
219.2,5.05,1107.0,NORMAL,System Normal ✅,Stable,Normal
228.0,5.74,1309.0,NORMAL,System Normal ✅,Stable,Normal
237.2,4.43,1051.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
224.8,5.95,1338.0,NORMAL,System Normal ✅,Stable,Normal
210.2,5.52,1160.0,NORMAL,System Normal ✅,Stable,Normal
236.6,5.49,1299.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
238.6,4.5,1074.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
217.4,4.91,1067.0,NORMAL,System Normal ✅,Stable,Normal
229.6,4.21,967.0,NORMAL,System Normal ✅,Stable,Normal
217.2,4.26,925.0,NORMAL,System Normal ✅,Stable,Normal
219.6,5.31,1166.0,NORMAL,System Normal ✅,Stable,Normal
212.0,5.34,1132.0,NORMAL,System Normal ✅,Stable,Normal
228.2,4.29,979.0,NORMAL,System Normal ✅,Stable,Normal
222.5,5.56,1237.0,NORMAL,System Normal ✅,Stable,Normal
211.3,5.24,1107.0,NORMAL,System Normal ✅,Stable,Normal
211.8,5.06,1072.0,NORMAL,System Normal ✅,Stable,Normal
224.0,5.45,1221.0,NORMAL,System Normal ✅,Stable,Normal
210.6,4.75,1000.0,NORMAL,System Normal ✅,Stable,Normal
215.8,5.9,1273.0,NORMAL,System Normal ✅,Stable,Normal
213.6,4.16,889.0,NORMAL,System Normal ✅,Stable,Normal
236.5,5.6,1324.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
225.6,5.55,1252.0,NORMAL,System Normal ✅,Stable,Normal
230.9,5.83,1346.0,NORMAL,System Normal ✅,System Load Increasing,Normal
226.8,5.96,1352.0,NORMAL,System Normal ✅,Stable,Normal
211.4,4.49,949.0,NORMAL,System Normal ✅,Stable,Normal
231.7,4.43,1026.0,NORMAL,System Normal ✅,System Load Increasing,Normal
237.5,5.11,1214.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
235.1,4.62,1086.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
223.6,4.72,1055.0,NORMAL,System Normal ✅,Stable,Normal
236.6,5.78,1368.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
210.7,4.42,931.0,NORMAL,System Normal ✅,Stable,Normal
233.6,5.46,1275.0,NORMAL,System Normal ✅,System Load Increasing,Normal
212.8,4.71,1002.0,NORMAL,System Normal ✅,Stable,Normal
230.8,5.07,1170.0,NORMAL,System Normal ✅,System Load Increasing,Normal
234.4,4.59,1076.0,NORMAL,System Normal ✅,System Load Increasing,Normal
236.1,5.2,1228.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
211.7,4.45,942.0,NORMAL,System Normal ✅,Stable,Normal
226.0,5.94,1342.0,NORMAL,System Normal ✅,Stable,Normal
213.1,5.69,1213.0,NORMAL,System Normal ✅,Stable,Normal
227.8,4.26,970.0,NORMAL,System Normal ✅,Stable,Normal
237.7,5.22,1241.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
234.3,5.69,1333.0,NORMAL,System Normal ✅,System Load Increasing,Normal
226.5,4.13,935.0,NORMAL,System Normal ✅,Stable,Normal
223.0,4.99,1113.0,NORMAL,System Normal ✅,Stable,Normal
223.5,4.0,894.0,NORMAL,System Normal ✅,Stable,Normal
229.4,4.69,1076.0,NORMAL,System Normal ✅,Stable,Normal
239.7,4.63,1110.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
239.0,4.28,1023.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
219.2,5.47,1199.0,NORMAL,System Normal ✅,Stable,Normal
232.4,5.21,1211.0,NORMAL,System Normal ✅,System Load Increasing,Normal
239.5,5.21,1248.0,CRITICAL,High Voltage ⚠️,System Load Increasing,Normal
225.6,5.0,1128.0,NORMAL,System Normal ✅,Stable,Normal
230.2,4.5,1036.0,NORMAL,System Normal ✅,Stable,Normal
224.8,5.19,1167.0,NORMAL,System Normal ✅,Stable,Normal
215.4,5.8,1249.0,NORMAL,System Normal ✅,Stable,Normal
235.5,5.75,1354.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
220.7,5.7,1258.0,NORMAL,System Normal ✅,Stable,Normal
235.0,5.54,1302.0,NORMAL,System Normal ✅,System Load Increasing,Normal
235.4,4.59,1080.0,WARNING,High Voltage ⚠️,System Load Increasing,Normal
211.1,4.72,996.0,NORMAL,System Normal ✅,Voltage Spike Risk,Anomaly 🚨
215.9,4.12,890.0,NORMAL,System Normal ✅,Stable,Normal
213.8,5.61,1199.0,NORMAL,System Normal ✅,Stable,Normal
220.2,4.24,934.0,NORMAL,System Normal ✅,Stable,Normal
226.3,4.82,1091.0,NORMAL,System Normal ✅,Stable,Normal
223.8,4.47,1000.0,NORMAL,System Normal ✅,Stable,Normal
232.1,5.51,1279.0,NORMAL,System Normal ✅,System Load Increasing,Normal
232.6,4.71,1096.0,NORMAL,System Normal ✅,System Load Increasing,Normal
